uuid,filename,SessionDuration_seconds,NumFlows,MaxBandwidth_Mbps,MeanBandwidth_Mbps,MinBandwidth_Mbps,StdBandwidth_Mbps,MaxPacingRate_Mbps,MeanPacingRate_Mbps,MinRTT_ms,MaxRTT_ms,MeanRTT_ms,StdRTT_ms,MaxCwnd_packets,MeanCwnd_packets,MaxRcvWindow_bytes,MeanRcvWindow_bytes,TotalBytesAcked_bytes,TotalBytesSent_bytes,TotalBytesReceived_bytes,TotalRetransmissions_count,LossRate_percent,MaxDeliveryRate_Mbps,MeanDeliveryRate_Mbps,TotalBusyTime_microseconds,MaxThroughput_Mbps,MeanThroughput_Mbps,MinThroughput_Mbps,StdThroughput_Mbps
ndt-virtual-rgrwr_1701649381_00000000008A70BE,01_ndt7-download-20240101T051208.988336556Z.ndt-virtual-rgrwr_1701649381_00000000008A70BE.json,7.198501,30,48.00715,39.007042199999994,0.285126,14.560934975010294,137.197309,113.06216436666669,54.799,118.401,82.3306,5.4981333333333335,6113,5059.733333333334,14000,14000.0,3009398064,3096854330,71213,0,0.0,48.007162,38.53684956666667,98028000,280.0983100876159,200.24890789585186,2.1132397619705223,89.78506214686367
ndt-virtual-rgrwr_1701649381_00000000008A49F2,01_ndt7-download-20240101T051210.040482213Z.ndt-virtual-rgrwr_1701649381_00000000008A49F2.json,10.100134,34,30.954742,26.955730941176473,0.187283,7.822915301579098,88.464059,77.03903464705881,51.811,278.936,149.0904411764706,3.5324705882352943,3721,3195.823529411765,14000,14000.0,3082681488,3204689483,89176,377,0.4776999481918292,30.954789,25.404870029411768,185496000,150.96779829310688,113.78623939394915,0.9498664152129499,43.7764396817819
ndt-virtual-rgrwr_1701649381_00000000008A49F0,01_ndt7-download-20240101T051210.194706630Z.ndt-virtual-rgrwr_1701649381_00000000008A49F0.json,11.184466,22,14.73056,8.34704677272727,6.070065,2.736251564392525,42.097756,10.251705363636363,15.628,279.496,98.08027272727273,6.399,874,547.3181818181819,14200,14200.0,468162736,549736536,49352,1036,11.695347823852844,6.703499,3.8187548181818185,103564000,37.444853641843245,35.106519937834456,24.918915905771655,3.0399673745103146
ndt-virtual-rgrwr_1701649381_00000000008A1E77,01_ndt7-download-20240101T051210.322172431Z.ndt-virtual-rgrwr_1701649381_00000000008A1E77.json,4.390601,10,0.740864,0.3651645,0.0,0.2084280349594315,0.944457,0.6289334,69.856,542.454,146.41209999999998,18.830899999999996,100,60.3,14000,14000.0,4647792,5116876,19180,0,0.0,0.740897,0.3277443,17088000,2.9930812141437397,1.8205957084006825,0.8970428307231025,0.6216053923782288
ndt-virtual-rgrwr_1701649381_00000000008A0FD8,01_ndt7-download-20240101T051210.782278214Z.ndt-virtual-rgrwr_1701649381_00000000008A0FD8.json,10.919035000000001,18,2.99237,2.1939465000000005,1.395214,0.5498615178722781,3.987316,2.3254761666666663,26.089,482.6,130.2881111111111,13.026666666666667,260,182.33333333333334,14000,14000.0,123939778,127444238,36556,0,0.0,2.616258,1.3777908333333333,89972000,12.721462385668909,10.327846379067516,6.271073996752493,1.490009366570061
ndt-virtual-rgrwr_1701649381_00000000008A6918,01_ndt7-download-20240101T051210.932283014Z.ndt-virtual-rgrwr_1701649381_00000000008A6918.json,5.379325,23,69.265599,32.12826104347826,0.244376,22.646312727139833,68.572943,31.035708695652172,25.09,188.54,47.48821739130435,12.775434782608695,4170,1915.2608695652175,14200,14200.0,1168658943,1198425776,60007,0,0.0,63.911925,27.41594760869565,78760000,216.6819182810039,103.5148058028508,1.7005225097186807,68.28770677510286
ndt-virtual-rgrwr_1701649381_00000000008A596D,01_ndt7-download-20240101T051211.025627097Z.ndt-virtual-rgrwr_1701649381_00000000008A596D.json,10.101316,34,12.218231,9.772354147058824,8.302032,1.2816584900913743,15.120061,9.777676205882353,12.0,29.748,17.902882352941177,1.1829705882352943,459,292.8235294117647,14200,14200.0,1575494868,1673067348,105687,189,5.29090763177096,12.152654,8.742822470588235,182656000,70.15318369629567,68.7569801199224,57.853984827473695,2.1670845064993127
ndt-virtual-rgrwr_1701649381_00000000008A596F,01_ndt7-download-20240101T051211.496568475Z.ndt-virtual-rgrwr_1701649381_00000000008A596F.json,2.557821,7,1.645065,1.5207385714285715,1.391029,0.06821564355537128,4.367254,2.0165041428571433,15.783,65.907,43.759,1.3187142857142857,60,54.0,14200,14200.0,8903238,9369286,13075,0,0.0,1.463338,1.326078857142857,6816000,11.056276479953944,10.317376744525019,8.126031335345695,0.9502976912161982
ndt-virtual-rgrwr_1701649381_00000000008A70BD,01_ndt7-download-20240101T051212.802549560Z.ndt-virtual-rgrwr_1701649381_00000000008A70BD.json,10.045028,27,9.076474,6.808157296296297,1.390359,1.4720453448139028,25.939216,7.269131111111112,27.863,166.865,100.51159259259259,5.724851851851851,696,578.2592592592592,14000,14000.0,815600214,832177320,60680,1,0.00930162336075201,6.646702,5.2082925555555555,157876000,43.79764836496683,38.15558307450027,3.7950271988872055,9.595065396955507
ndt-virtual-rgrwr_1701649381_00000000008A49FB,01_ndt7-download-20240101T051212.965304953Z.ndt-virtual-rgrwr_1701649381_00000000008A49FB.json,3.563844,6,0.64151,0.5791126666666667,0.452934,0.06870797433987477,1.774339,0.7416525000000002,16.206,135.78,69.95433333333334,7.797,66,55.833333333333336,14200,14200.0,4037768,4315144,12154,0,0.032629270309403345,0.574668,0.5151543333333334,8452000,4.0388934761705615,3.4743417827737346,1.6964212868533284,0.8060580144999351
ndt-virtual-rgrwr_1701649381_00000000008A1E73,01_ndt7-download-20240101T051213.539785778Z.ndt-virtual-rgrwr_1701649381_00000000008A1E73.json,9.114933,21,3.487543,2.949675523809524,0.267392,0.9249361532010436,5.614213,3.1237616190476185,38.483,229.006,125.75385714285713,10.106904761904763,382,299.57142857142856,14000,14000.0,189459802,196873530,44849,3,0.05560930410502621,3.389944,2.169281047619047,86192000,19.881279570123844,15.014628407290434,1.1125326729949099,5.7571868894840925
ndt-virtual-rgrwr_1701649381_00000000008A3A6B,01_ndt7-download-20240101T051213.636373023Z.ndt-virtual-rgrwr_1701649381_00000000008A3A6B.json,10.872956,23,2.794851,2.7620219565217394,2.727986,0.01730528523307573,7.987269,2.782791826086956,25.892,33.77,31.00026086956522,0.6674782608695652,120,104.47826086956522,14200,14200.0,295706958,311085558,50022,56,4.165252827326687,2.720845,2.6306070000000004,113648000,21.138857027771405,20.23637438923323,13.156710294979488,1.7932806452135786
ndt-virtual-rgrwr_1701649381_00000000008A3A69,01_ndt7-download-20240101T051214.548884529Z.ndt-virtual-rgrwr_1701649381_00000000008A3A69.json,13.481011,10,0.170047,0.07033710000000001,0.042223,0.034734087114677424,0.224006,0.0884393,61.775,87.253,74.86949999999999,8.9083,18,10.9,14000,14000.0,2597540,3536492,18263,11,23.52749560864269,0.060802,0.0521571,56288000,0.6968790861266814,0.4929668292951724,0.43448941859338375,0.07433206311012595
ndt-virtual-rgrwr_1701649381_00000000008A49F4,01_ndt7-download-20240101T051215.061792230Z.ndt-virtual-rgrwr_1701649381_00000000008A49F4.json,15.00012,8,1.504661,1.267871375,0.408706,0.34620131528777354,4.260765,1.614575125,61.668,233.952,152.04975000000002,5.20325,254,172.0,14200,14200.0,20768720,22223184,14673,0,0.0,1.215048,0.98382525,20588000,9.057561868513154,7.243382407361647,2.0828220293214956,2.1855287757592055
ndt-virtual-rgrwr_1701649381_00000000008A2AC1,01_ndt7-download-20240101T051215.435110255Z.ndt-virtual-rgrwr_1701649381_00000000008A2AC1.json,3.08942,6,1.516998,1.4765468333333331,1.441635,0.02815564630417063,1.501828,1.301717,15.358,68.552,52.37016666666667,2.233166666666667,59,51.5,14200,14200.0,9668360,10079496,11755,0,0.0,1.382116,1.2105083333333333,7404000,10.905669940177049,10.555045619196077,10.278014610500444,0.1892169431762834
ndt-virtual-rgrwr_1701649381_00000000008A1E74,01_ndt7-download-20240101T051215.540539225Z.ndt-virtual-rgrwr_1701649381_00000000008A1E74.json,10.079797,34,44.979387,29.96222017647059,0.621459,11.972487819421515,128.544412,40.32760982352941,29.951,66.053,45.66988235294117,3.963323529411765,3678,1966.0294117647059,14000,14000.0,3859346473,3896860925,82948,1,0.0021483958912390487,44.143443,21.455628852941178,157224000,234.24088420521116,187.02976773017684,3.194177247659356,60.8810354280231
ndt-virtual-rgrwr_1701649381_00000000008A2AC2,01_ndt7-download-20240101T051215.744380383Z.ndt-virtual-rgrwr_1701649381_00000000008A2AC2.json,0.710837,1,0.45618,0.45618,0.45618,0.0,2.200487,2.200487,17.572,34.363,34.363,11.546,24,24.0,14000,14000.0,23808,51568,1704,0,0.0,0.456193,0.456193,104000,2.41023499487491,2.41023499487491,2.41023499487491,0.0
ndt-virtual-rgrwr_1701649381_00000000008A691A,01_ndt7-download-20240101T051216.244511824Z.ndt-virtual-rgrwr_1701649381_00000000008A691A.json,10.317228,26,13.346412,8.835936192307692,4.481086,2.9334248469722346,16.516185,8.686804384615384,7.458,138.905,51.30603846153846,2.1641153846153847,482,276.38461538461536,14200,14200.0,748715140,765626628,58470,31,1.1072718332884317,11.767506,6.202248961538462,133176000,70.23849332743386,48.309617446643934,40.309516075049714,8.38888431133458
ndt-virtual-rgrwr_1701649381_00000000008A3A6C,01_ndt7-download-20240101T051217.237153027Z.ndt-virtual-rgrwr_1701649381_00000000008A3A6C.json,11.864016,13,1.927867,1.4605398461538461,0.410953,0.46543546089819454,3.983417,2.012228461538461,61.338,593.047,195.56453846153846,12.229538461538462,296,205.30769230769232,14000,14000.0,35214874,40048738,23603,0,5.57990116942012,1.683736,1.0527982307692307,52148000,6.951198725422898,4.860879386106779,2.0849678965964857,1.4096427600299994
ndt-virtual-rgrwr_1701649381_00000000008A6919,01_ndt7-download-20240101T051217.642664391Z.ndt-virtual-rgrwr_1701649381_00000000008A6919.json,11.523537,21,0.797341,0.45345519047619043,0.114311,0.17024738268084477,0.948683,0.5511896190476191,65.106,412.135,145.30499999999998,13.050666666666668,128,79.61904761904762,14000,14000.0,34510826,36180074,43800,5,0.6016350325872744,0.735917,0.39108190476190474,108512000,3.2876096230267855,2.128037641552923,0.8382317068921057,0.7588596604337794
ndt-virtual-rgrwr_1701649381_00000000008A70C3,01_ndt7-download-20240101T051219.275221411Z.ndt-virtual-rgrwr_1701649381_00000000008A70C3.json,9.760009,10,0.200453,0.1294761,0.056015,0.043548768759747954,0.278323,0.179833,82.648,336.995,179.64179999999996,41.233999999999995,46,32.6,14000,14000.0,4342780,4651900,17513,0,0.0,0.19375,0.11885559999999999,43180000,0.9912685171933181,0.7804458065917037,0.4597176625082075,0.14839859455408866
ndt-virtual-rgrwr_1701649381_00000000008A49FE,01_ndt7-download-20240101T051219.282668017Z.ndt-virtual-rgrwr_1701649381_00000000008A49FE.json,6.679824,25,55.305671,50.60820812,5.864903,9.274401498011061,158.0554,144.63074788,47.37,102.742,72.34916,4.27492,6121,5614.56,14000,14000.0,2841892062,2921284490,56436,0,0.0,55.305673,50.608251040000006,80864000,318.0082326117741,254.20467011316595,16.533632763303643,68.28481567191363
ndt-virtual-rgrwr_1701649381_00000000008A0FDB,01_ndt7-download-20240101T051219.579099485Z.ndt-virtual-rgrwr_1701649381_00000000008A0FDB.json,10.103776,35,50.061058,20.2735802,0.0,9.317612322695357,143.067075,24.549759114285717,48.044,51.892,48.48588571428571,0.8091142857142855,2310,1367.9714285714285,14000,14000.0,2466654542,3275156527,91891,3177,22.5281533238915,30.928162,14.005044028571428,178132000,115.54875998903613,100.08645791342397,0.12514965280549126,28.793510124313705
ndt-virtual-rgrwr_1701649381_00000000008A70C1,01_ndt7-download-20240101T051220.612820542Z.ndt-virtual-rgrwr_1701649381_00000000008A70C1.json,10.58479,23,257.112998,131.4246503043478,71.291114,51.40443511121557,734.790785,177.98487365217392,0.167,0.501,0.3134347826086956,0.052652173913043485,270,193.2173913043478,14200,14200.0,347395466,347444618,41731,0,0.0,182.683544,73.55349673913044,101048000,75.12979715458495,28.88568648130711,8.882698554723484,11.163585320714976
ndt-virtual-rgrwr_1701649381_00000000008A4A01,01_ndt7-download-20240101T051220.872385468Z.ndt-virtual-rgrwr_1701649381_00000000008A4A01.json,5.69912,23,71.585607,65.46093699999999,56.709425,4.884343509741706,196.41455,71.1351355652174,22.522,63.732,39.44047826086957,2.884086956521739,4258,3484.478260869565,14000,14000.0,2804013478,2854647317,52249,1,0.0055948067226687815,66.877859,48.406256000000006,63100000,374.9592056335174,338.0367152296218,163.84017255544336,51.423331987140664
ndt-virtual-rgrwr_1701649381_00000000008A1E7C,01_ndt7-download-20240101T051221.185641086Z.ndt-virtual-rgrwr_1701649381_00000000008A1E7C.json,10.223322,34,13.81932,12.699084235294114,11.532325,0.44269068969627995,37.184383,13.821583294117646,49.711,180.195,110.96823529411765,1.2337647058823527,1403,1084.5588235294117,14200,14200.0,2074016980,2146712020,84169,146,1.1870894541318122,12.864448,11.26580994117647,195436000,88.90660028293884,81.2344496260472,31.504243331169985,11.375446274730804
ndt-virtual-rgrwr_1701649381_00000000008A49FA,01_ndt7-download-20240101T051221.371570233Z.ndt-virtual-rgrwr_1701649381_00000000008A49FA.json,10.779282,20,4.214707,3.6693854000000004,0.0,0.9182967039977004,10.224262,4.53088625,36.816,271.39,99.7837,6.194,464,299.0,14000,14000.0,214164324,224533892,66501,40,0.8092337347450425,4.015176,2.5452135499999997,86308000,21.164592325229883,17.31421121742661,1.5033514203638685,5.540188329274193
ndt-virtual-rgrwr_1701649381_00000000008A691C,01_ndt7-download-20240101T051221.803669246Z.ndt-virtual-rgrwr_1701649381_00000000008A691C.json,6.4448,23,61.305376,52.080840478260875,4.622373,14.195695633194227,163.553354,62.51628413043478,18.391,81.836,41.628956521739134,2.694130434782609,2738,2063.7391304347825,14000,14000.0,3012734456,3246405691,50179,1285,5.537825740584559,55.47525,35.22231617391304,79688000,319.4793319060571,270.4176186130521,15.858514794287055,83.17790383488247
ndt-virtual-rgrwr_1701649381_00000000008A1E7D,01_ndt7-download-20240101T051222.065361508Z.ndt-virtual-rgrwr_1701649381_00000000008A1E7D.json,8.495857,10,1.270249,1.1940693,0.680419,0.17437753160659775,3.630184,1.6794540999999998,29.904,225.404,122.71170000000002,10.8645,122,96.4,14000,14000.0,14570788,16149876,19478,3,1.0607140265349404,1.241724,0.7575385000000001,23256000,5.68318250148814,4.927434827990423,3.224779442205986,0.6847175477532251
ndt-virtual-rgrwr_1701649381_00000000008A70C4,01_ndt7-download-20240101T051223.241349916Z.ndt-virtual-rgrwr_1701649381_00000000008A70C4.json,10.152403,26,36.931543,30.08383123076923,0.0,6.372070512298044,105.544868,33.62733065384615,46.673,55.403,50.94396153846154,0.9536923076923076,2540,1879.3461538461538,14200,14200.0,2695110997,3496109031,59162,4250,21.095814331312255,31.615577,17.40463380769231,152328000,149.72517759068532,133.33595807241994,1.2396367943150415,31.159122453302317
ndt-virtual-rgrwr_1701649381_00000000008A49FD,01_ndt7-download-20240101T051223.467668933Z.ndt-virtual-rgrwr_1701649381_00000000008A49FD.json,10.297768,28,20.855058,6.672508142857143,0.0,3.0264233127493876,59.60066,8.136815607142859,49.296,52.911,51.995464285714284,1.4876785714285714,933,462.0357142857143,14000,14000.0,800835072,960522904,79240,687,14.874005336576545,19.287608,6.171600750000001,140224000,46.977736320279234,43.540160669699354,1.5001194362608488,8.922553035054648
ndt-virtual-rgrwr_1701649381_00000000008A2ABE,01_ndt7-download-20240101T051223.807904226Z.ndt-virtual-rgrwr_1701649381_00000000008A2ABE.json,11.914774,17,7.091681,3.490051176470588,0.0,2.1698284823219183,19.374382,4.891277117647059,41.702,204.012,78.13064705882353,13.521411764705883,610,268.1764705882353,14000,14000.0,144960200,184122662,35760,96,18.288921979631166,6.716401,2.6210417647058826,65548000,25.291620826445044,15.435879523997652,0.09917459915878687,7.4594949854677965
ndt-virtual-rgrwr_1701649381_00000000008A70C8,01_ndt7-download-20240101T051225.478208436Z.ndt-virtual-rgrwr_1701649381_00000000008A70C8.json,6.639384,25,54.242012,45.44940504,0.195304,19.4596775172495,155.01562,129.89234984,49.873,105.446,73.6156,5.59568,6379,5302.24,14000,14000.0,3018251323,3088404642,56349,0,0.02627375924012745,54.242052,45.17354196,85376000,309.33659238332876,228.80335841005424,1.397861459786146,107.55665468331497
ndt-virtual-rgrwr_1701649381_00000000008A3A6F,01_ndt7-download-20240101T051226.045626064Z.ndt-virtual-rgrwr_1701649381_00000000008A3A6F.json,12.297404,17,1.583474,1.257116705882353,0.0,0.46384775593960526,4.525334,1.7916325294117645,55.292,504.713,229.16964705882353,11.76170588235294,246,173.52941176470588,14000,14000.0,53997358,57303674,33537,0,0.0,1.461359,0.7872733529411765,62616000,8.576111804786235,6.515231686041688,0.39295435347120106,1.9902306463624504
ndt-virtual-rgrwr_1701649381_00000000008A5971,01_ndt7-download-20240101T051226.472123329Z.ndt-virtual-rgrwr_1701649381_00000000008A5971.json,10.09246,28,40.330967,26.01184007142857,2.438268,9.381905095153408,115.259919,34.004992785714286,50.072,82.98,59.6662142857143,0.32025000000000003,3675,1643.4285714285713,14200,14200.0,2098077196,2479588243,64828,2597,13.161106281306079,39.353297,18.03761939285714,142836000,131.38514524973183,104.24671619923619,8.087436402027302,34.19278578863556
ndt-virtual-rgrwr_1701649381_00000000008A70CD,01_ndt7-download-20240101T051226.639130949Z.ndt-virtual-rgrwr_1701649381_00000000008A70CD.json,5.344462,11,9.257247,7.85378190909091,0.843681,2.4977973732901866,26.45584,11.584701454545455,57.404,414.139,241.98663636363636,4.161727272727273,1372,1007.7272727272727,14200,14200.0,125024878,137419502,21153,0,0.004098399366925373,7.516138,4.6453120909090915,27220000,41.880865574558534,33.651292588021825,3.42929170210181,11.22272371038605
ndt-virtual-rgrwr_1701649381_00000000008A3A70,01_ndt7-download-20240101T051227.921847928Z.ndt-virtual-rgrwr_1701649381_00000000008A3A70.json,10.070387,37,35.624488,27.860719486486484,1.3831,9.250325927459151,98.484061,40.23789351351352,32.47,125.26,64.76124324324323,4.211756756756756,2736,2113.2162162162163,14000,14000.0,3997121517,4052653059,94695,0,0.0011028824661104553,35.624525,22.760905054054053,178372000,202.15002260651335,165.52432137443247,5.14925994235719,51.054877184404916
ndt-virtual-rgrwr_1701649381_00000000008A70C6,01_ndt7-download-20240101T051228.364692149Z.ndt-virtual-rgrwr_1701649381_00000000008A70C6.json,10.227187,33,12.142337,11.213867242424243,8.535887,1.5163104936299305,15.026142,11.191011545454545,34.944,88.611,40.30318181818182,0.2630909090909091,728,584.4242424242424,14200,14200.0,1791477378,1887040538,79916,236,3.6535431333696127,12.0756,10.529833424242424,184032000,84.76709377305804,72.34129894324528,34.14971292730958,11.900292464312841
ndt-virtual-rgrwr_1701649381_00000000008A0FDE,01_ndt7-download-20240101T051228.823781302Z.ndt-virtual-rgrwr_1701649381_00000000008A0FDE.json,10.31737,30,20.08831,7.1552810666666655,6.044075,2.468957417316129,57.409408,8.335080666666666,14.0,23.547,18.162733333333332,0.7136333333333332,668,170.8,14200,14200.0,877794604,999609868,86940,190,11.45229030492124,20.088359,6.273844666666666,141924000,58.69274718634338,50.691117801715464,49.01195562725832,2.325170611821597
ndt-virtual-rgrwr_1701649381_00000000008A2AC4,01_ndt7-download-20240101T051229.400252220Z.ndt-virtual-rgrwr_1701649381_00000000008A2AC4.json,11.781238,15,6.978057,3.0860396,1.352088,2.368924028318646,6.908277,3.3039701999999997,14.019,310.439,118.7452,10.084733333333332,264,120.2,14200,14200.0,59566612,61868692,32043,0,0.1001346529194443,1.995648,1.1692483999999999,59288000,10.399996078886273,8.23096596321465,5.661738152691395,1.2682914895022008
ndt-virtual-rgrwr_1701649381_00000000008A70C7,01_ndt7-download-20240101T051230.278128372Z.ndt-virtual-rgrwr_1701649381_00000000008A70C7.json,10.939931,23,5.871361,5.040111217391304,1.423508,0.8708441062738053,15.603595,5.836684130434783,38.649,332.426,158.9648695652174,5.609173913043477,568,448.2608695652174,14000,14000.0,359550230,371432850,49411,0,0.0,4.828151,3.177715086956522,106416000,31.92230829067593,26.26699042392669,5.456306689758417,5.854063950864407
ndt-virtual-rgrwr_1701649381_00000000008A4A02,01_ndt7-download-20240101T051230.799202430Z.ndt-virtual-rgrwr_1701649381_00000000008A4A02.json,15.000108,6,0.092865,0.08724416666666666,0.062348,0.01119535579926883,0.276443,0.15660733333333335,83.059,675.935,398.0173333333334,57.65683333333333,26,23.0,14000,14000.0,1215456,1506636,10504,3,5.312497511011286,0.088759,0.052255833333333335,24776000,0.5147225406017708,0.43383675668948324,0.3789999756289755,0.04494772480060381
ndt-virtual-rgrwr_1701649381_00000000008A5974,01_ndt7-download-20240101T051231.594247468Z.ndt-virtual-rgrwr_1701649381_00000000008A5974.json,10.08621,36,36.594943,30.41874169444445,0.170124,7.765814549369012,82.170817,35.490284333333335,47.886,97.152,65.96602777777777,4.826944444444445,3962,2750.6944444444443,14000,14000.0,3151308165,3292993348,85438,614,2.716715478770533,32.647288,20.794870583333335,166808000,159.70999690402667,132.87896022818674,1.1251730718856416,42.315766494236755
ndt-virtual-rgrwr_1701649381_00000000008A3A73,01_ndt7-download-20240101T051233.172401411Z.ndt-virtual-rgrwr_1701649381_00000000008A3A73.json,10.675144,27,8.176231,3.9697816666666665,1.528495,0.962988001604766,8.094469,4.02438,10.501,89.494,33.9722962962963,1.7085925925925929,222,95.11111111111111,14200,14200.0,466870414,470265102,73234,0,0.037126293075432165,3.811322,3.387495037037038,129980000,28.88397363467132,28.10380733056083,10.124633049682286,3.5267571802243682
ndt-virtual-rgrwr_1701649381_00000000008A691F,01_ndt7-download-20240101T051233.331541794Z.ndt-virtual-rgrwr_1701649381_00000000008A691F.json,9.085469,35,78.205893,41.95779871428571,2.397134,18.929794147401118,96.779792,45.529922371428576,11.843,36.561,19.914799999999996,0.4598,2205,854.8857142857142,14200,14200.0,5202689692,5799417766,87239,2908,9.598523204579223,69.703727,31.605732514285716,165412000,412.5694251863164,267.6275023378347,12.62965590634977,79.43736455717526
ndt-virtual-rgrwr_1701649381_00000000008A70C5,01_ndt7-download-20240101T051233.395180807Z.ndt-virtual-rgrwr_1701649381_00000000008A70C5.json,12.209136,14,2.32938,0.8618110714285715,0.0,0.7290325087260183,3.105792,1.2970500714285715,7.919,668.802,284.06514285714286,68.98578571428571,480,169.85714285714286,14000,14000.0,27691740,30001896,28637,0,0.025478389765766805,1.925994,0.7310896428571428,72788000,6.716891168717659,2.576565623523251,0.11664781673430466,2.2347964436341745
ndt-virtual-rgrwr_1701649381_00000000008A70D0,01_ndt7-download-20240101T051233.767618677Z.ndt-virtual-rgrwr_1701649381_00000000008A70D0.json,6.5046990000000005,24,54.908843,50.12583133333334,8.873243,10.287207589198207,156.921324,133.50398366666664,51.087,91.315,67.16275,4.107625,6716,5955.541666666667,14000,14000.0,3257187556,3330159194,53517,0,0.0,54.908915,47.073423749999996,85244000,329.1035153304489,274.48151673721463,18.929905568671018,87.45901534116372
ndt-virtual-rgrwr_1701649381_00000000008A0FE1,01_ndt7-download-20240101T051234.230265926Z.ndt-virtual-rgrwr_1701649381_00000000008A0FE1.json,10.304335,27,7.517622,6.447034111111111,5.802852,0.4088156605678239,21.48425,7.263577481481483,6.903,95.154,48.41362962962963,4.210444444444445,448,340.44444444444446,14000,14000.0,659601362,668552574,59465,0,0.0,6.152607,4.3316784074074075,133292000,40.07181154195064,39.0440808771462,30.180530508239453,1.9855989170532076
ndt-virtual-rgrwr_1701649381_00000000008A0FE9,01_ndt7-download-20240101T051235.705139867Z.ndt-virtual-rgrwr_1701649381_00000000008A0FE9.json,1.801797,5,9.629531,8.558854,6.215446,1.25109486862204,17.762823,10.7951718,12.395,40.527,31.571999999999996,1.6329999999999998,242,213.0,14200,14200.0,19205980,20553436,10174,0,0.0,8.191237,6.7592634,2780000,60.68690869157869,49.03751578656808,19.561347743165925,14.993971865012977
ndt-virtual-rgrwr_1701649381_00000000008A0FE5,01_ndt7-download-20240101T051236.061122978Z.ndt-virtual-rgrwr_1701649381_00000000008A0FE5.json,10.103986,16,2.057818,1.8185973125000001,0.177148,0.4681557269283799,5.530448,2.1715658749999998,69.109,160.535,121.8548125,1.1878125,296,207.8125,14200,14200.0,124126916,129447612,31031,3,1.121102179930519,1.964724,1.7661673125,71968000,14.652235410952327,11.816192256655004,1.1312152848664898,4.075017698877408
ndt-virtual-rgrwr_1701649381_00000000008A4A05,01_ndt7-download-20240101T051236.149814625Z.ndt-virtual-rgrwr_1701649381_00000000008A4A05.json,10.212217,32,6.756903,5.4983347812500005,0.121067,1.6242978223094537,12.306117,6.1411746875,51.916,171.598,123.18575,3.65715625,692,560.5,14000,14000.0,770480976,792820048,76676,3,0.027130494560853993,6.49966,4.847722812500001,169232000,40.48320801102776,31.58512733258631,1.3079816742048331,11.250847177689197
ndt-virtual-rgrwr_1701649381_00000000008A0FDF,01_ndt7-download-20240101T051236.297522554Z.ndt-virtual-rgrwr_1701649381_00000000008A0FDF.json,15.000043,7,0.283103,0.26194957142857145,0.213061,0.021772357014324003,0.749414,0.41231485714285726,77.216,577.725,420.7928571428571,23.918285714285712,64,52.142857142857146,14000,14000.0,3372516,3992220,13805,2,4.146264484422201,0.267473,0.14749385714285715,27736000,1.273096133051851,1.054114736813584,0.9561945364967933,0.11074139423940461
ndt-virtual-rgrwr_1701649381_00000000008A5973,01_ndt7-download-20240101T051236.473399622Z.ndt-virtual-rgrwr_1701649381_00000000008A5973.json,10.974234,14,0.511016,0.3359815714285714,0.0,0.10921249720006163,0.87956,0.4039392142857143,69.143,543.909,214.49749999999997,22.205500000000004,104,72.57142857142857,14000,14000.0,15715688,16756364,25690,0,0.16805555190851665,0.405167,0.23994885714285713,73480000,2.1976897541690654,1.5807814361420662,1.0172782416725281,0.3510457389997075
ndt-virtual-rgrwr_1701649381_00000000008A3A74,01_ndt7-download-20240101T051236.563963624Z.ndt-virtual-rgrwr_1701649381_00000000008A3A74.json,10.019228,35,34.897534,31.56694662857143,0.184604,7.720712284030942,99.731974,90.21364794285712,82.42,292.221,116.34888571428571,5.323857142857142,6262,5311.5142857142855,14000,14000.0,4250090276,4362304009,91042,184,0.04810558814036108,34.897578,31.55134474285715,185696000,200.07403909634527,164.9561528737887,1.310293392261705,49.35942977461056
ndt-virtual-rgrwr_1701649381_00000000008A0FE6,01_ndt7-download-20240101T051236.810217822Z.ndt-virtual-rgrwr_1701649381_00000000008A0FE6.json,10.233723,33,18.051574,12.553074575757577,0.698661,4.933891653328957,21.830764,13.165798424242425,34.982,107.767,47.67857575757576,1.4586666666666666,1354,744.4242424242424,14200,14200.0,1218107978,1299094346,77099,509,4.440784780384226,17.477243,7.525427757575758,159232000,70.68807265330402,50.49756823376969,3.467298608760136,19.697804037585428
ndt-virtual-rgrwr_1701649381_00000000008A3A75,01_ndt7-download-20240101T051237.212944214Z.ndt-virtual-rgrwr_1701649381_00000000008A3A75.json,10.010214,17,9.085022,5.386867764705883,3.355073,1.800445641638155,9.419501,5.163424529411764,3.526,287.225,92.79735294117647,10.106176470588236,422,319.05882352941177,14200,14200.0,245530456,251314116,36033,0,0.11018083838951569,5.122771,2.6434817647058826,79228000,30.78270501790791,26.00935100786901,23.262814335168564,2.1523850056313307
ndt-virtual-rgrwr_1701649381_00000000008A4A04,01_ndt7-download-20240101T051237.704991752Z.ndt-virtual-rgrwr_1701649381_00000000008A4A04.json,11.774585,15,0.64948,0.5860523333333334,0.078613,0.1381460222067778,1.838567,0.6794689333333335,57.379,423.748,229.5618666666667,24.577133333333332,114,96.26666666666667,14000,14000.0,24339446,25783294,25335,0,0.0,0.601555,0.3821143333333333,66436000,3.255707310169132,2.7997455126290363,0.7891934362817684,0.6242571780243013
