BW,MinRTT,PacingGain,CwndGain,ElapsedTime,State,CAState,Retransmits,Probes,Backoff,Options,WScale,AppLimited,RTO,ATO,SndMSS,RcvMSS,Unacked,Sacked,Lost,Retrans,Fackets,LastDataSent,LastAckSent,LastDataRecv,LastAckRecv,PMTU,RcvSsThresh,RTT,RTTVar,SndSsThresh,SndCwnd,AdvMSS,Reordering,RcvRTT,RcvSpace,TotalRetrans,PacingRate,MaxPacingRate,BytesAcked,BytesReceived,SegsOut,SegsIn,NotsentBytes,DataSegsIn,DataSegsOut,DeliveryRate,BusyTime,RWndLimited,SndBufLimited,Delivered,DeliveredCE,BytesSent,BytesRetrans,DSackDups,ReordSeen,RcvOooPack,SndWnd,UUID,Throughput_DeliveryRate,Throughput_BytesAcked,Throughput_SegsOut,Latency,LossRatio,Retransmit_Ratio,Escape_Time,Throughput_Mean,Latency_Mean,Loss_Trend
13580949,13763,256,512,6.320079,1,0,0,0,0,6,120,0,216000,60000,1460,863,148,0,0,0,0,0,0,188,0,1500,64076,14134,68,530,436,1460,26,0,14600,16333,13445139,-1,174520814,2163,136046,110594,3831040,23,136044,13411383,6336000,84000,0,119564,0,198583074,23846180,0,4592,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,107.291064,220.90966141404246,251.4236420146014,13.763,0.0,0.0,2.505371,193.2081224762146,13.763,-0.02554278416347382
13580949,13763,256,512,6.472844,1,3,0,0,0,6,120,0,216000,60000,1460,863,283,148,1,1,0,0,0,340,0,1500,64076,14274,100,530,148,1460,26,0,14600,16339,13445139,-1,176350194,2163,137440,111704,3217840,23,137438,13015950,6488000,84000,0,120965,0,200618314,23854940,0,4669,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,104.1276,217.9569833600192,248.0052354112041,13.763,0.0035087719298245615,0.5,2.505371,190.0299395904078,13.763,0.0035087719298245615
13580949,13763,256,512,6.603718,1,0,0,0,0,6,120,0,216000,60000,1460,863,148,0,0,0,0,0,0,472,0,1500,64076,14342,156,530,402,1460,26,0,14600,16339,13445139,-1,178322654,2163,138656,112222,2855760,23,138654,13324527,6620000,84000,0,122168,0,202393674,23854940,0,4723,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,106.596216,216.0269763184921,245.24095062811585,13.763,0.0,0.0,2.505371,189.2880476488693,13.763,-0.0035087719298245615
13580949,13763,256,512,6.697654,1,0,0,0,0,6,120,0,216000,60000,1460,863,149,0,0,0,0,0,0,564,0,1500,64076,14788,400,530,390,1460,26,0,14600,16339,13445139,-1,179582634,2163,139520,112599,3007600,23,139518,12945188,6712000,84000,0,123031,0,203655114,23854940,0,4766,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,103.561504,214.50213343358735,243.3081195296144,13.763,0.0,0.0,2.505371,187.1239189877339,13.763,0.0
13580949,13763,256,512,6.887698,1,0,0,0,0,6,120,0,216000,60000,1460,863,147,0,0,0,0,0,0,36,0,1500,64076,14448,285,530,366,1460,26,0,14600,16339,13445139,-1,182137634,2304,141268,113408,3282080,26,141266,12809408,6904000,84000,0,124781,0,206207194,23854940,0,4865,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,102.475264,211.55124281000707,239.5590282849219,13.763,0.0,0.0,2.505371,184.52851169830964,13.763,0.0
25147408,13763,256,512,7.201663,1,0,0,0,0,6,120,0,216000,60000,1460,863,264,0,0,0,0,0,0,64,0,1500,64076,14500,98,530,609,1460,26,0,14600,16339,24895934,-1,187351294,2398,144956,115004,3550720,28,144954,25147428,7216000,84000,0,128352,0,211591674,23854940,0,5099,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,201.179424,208.12003449758757,235.09654367331547,13.763,0.0,0.0,2.505371,214.79866739030103,13.763,0.0
41309975,13763,320,512,7.719703,1,1,0,0,0,6,120,0,216000,60000,1460,863,435,3,0,0,0,4,0,340,0,1500,64076,14569,115,530,1106,1460,26,0,14600,16339,51121094,-1,204449354,2445,156838,119488,2584200,29,156836,40408389,7736000,84000,0,140066,0,228939394,23854940,0,5707,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,323.267112,211.87276660773088,237.29770951032702,13.763,0.0,0.0,2.505371,257.47919603935264,13.763,0.0
50250434,13763,256,512,7.886432,1,1,0,0,0,6,120,0,228000,60000,1460,863,922,1,0,0,0,0,0,84,0,1500,64076,27199,207,530,1162,1460,26,0,14600,16339,49747930,-1,211766874,2492,162337,121356,2135980,30,162335,50046485,7900000,84000,0,145076,0,236967934,23854940,0,5998,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,400.37188,214.81640772405063,240.42509464356,13.763,0.0,0.0,2.505371,285.20446078920355,13.763,0.0
50046453,13763,256,512,8.098621,1,3,0,0,0,6,120,1,232000,60000,1460,863,1922,893,3,3,0,0,0,92,0,1500,64076,31738,178,530,1140,1460,26,0,14600,16350,49545988,-1,219849754,2539,168889,127266,16060,31,168887,42199404,8112000,84000,12000,151509,0,246523966,23871000,0,6206,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,337.595232,217.17253245953847,243.57523583335978,13.763,0.001557632398753894,0.75,2.505371,266.1143334309661,13.763,0.001557632398753894
50046453,13763,256,512,8.162306,1,3,0,0,0,6,120,0,232000,60000,1460,863,1846,790,5,5,0,0,0,156,0,1500,64076,29427,291,530,1140,1460,26,0,14600,16362,49545988,-1,222855882,2539,170889,129227,337260,31,170887,44532013,8176000,84000,16000,153470,0,249439562,23888520,0,6254,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,356.256104,218.4244325071861,244.53671793240787,13.763,0.0026997840172786176,0.8333333333333334,2.505371,273.07241814653133,13.763,0.0011421516185247235
50046453,13763,256,512,8.251656,1,3,0,0,0,6,120,1,228000,60000,1460,863,1745,821,4,4,0,0,0,60,0,1500,64076,25757,273,530,1058,1460,26,0,14600,16375,49545988,-1,226834523,2586,173529,131987,1365100,32,173527,34780307,8268000,84000,16000,156229,0,253285246,23907500,0,6322,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,278.242456,219.91660631514446,245.62569258825135,13.763,0.002285714285714286,0.8,2.505371,247.92825163446528,13.763,-0.00041406973156433166
45394389,13763,256,512,8.482273,1,3,0,0,0,6,120,0,216000,60000,1460,863,1182,470,463,316,0,0,0,96,0,1500,64076,15508,272,530,592,1460,26,0,14600,18096,44940445,-1,234253978,2680,179774,138005,1112520,34,179772,6386769,8496000,84000,16000,160965,0,262397884,26418186,0,6429,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,51.094152,220.9350988821039,247.54689220684125,13.763,0.28128797083839613,0.6810344827586207,2.505371,173.19204769631506,13.763,0.27900225655268185
47720334,13763,256,512,8.668246,1,3,0,0,0,6,120,0,220000,60000,1460,863,1383,455,885,244,0,0,0,76,0,1500,64076,17090,118,530,287,1460,26,0,14600,19444,47243131,-1,238714278,2727,184378,142057,452068,35,184376,9406114,8684000,84000,16000,164005,0,269119724,28386266,0,6500,0,8295680,ndt-88lvq_1732662732_00000000003C3C8B,75.248912,220.3114936978023,248.43953897939676,13.763,0.3900396650506831,0.27539503386004516,2.505371,181.3333148923997,13.763,0.10875169421228698
47720334,13763,320,512,8.813666,1,3,0,0,0,6,120,0,220000,60000,1460,863,1742,719,178,178,0,48,0,220,32,1500,64076,16102,239,530,1023,1460,26,0,14600,20442,59053913,-1,241155398,2727,187407,144685,781100,35,187405,34269433,8828000,84000,16000,165941,0,273542064,29843346,0,6553,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,274.155464,218.8922502849552,248.35451672436872,13.763,0.092660072878709,0.994413407821229,2.505371,247.134077003108,13.763,-0.29737959217197407
48724925,13763,320,512,9.221703,1,0,0,0,0,6,120,0,220000,60000,1460,863,657,0,0,0,0,0,0,76,0,1500,64076,16178,345,530,1126,1460,26,0,14600,21465,60297095,-1,248204278,2821,192173,146416,3153600,37,192171,43950135,9236000,84000,16000,170050,0,280500424,31336926,0,6743,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,351.60108,215.32185801256014,243.40196599261546,13.763,0.0,0.0,2.505371,270.10830133505857,13.763,-0.092660072878709
50116245,13763,256,512,9.394599,1,0,0,0,0,6,120,0,228000,60000,1460,863,892,0,0,0,0,0,0,60,0,1500,64076,24833,169,530,1114,1460,26,0,14600,21465,49615083,-1,256137918,2868,197842,148318,2328700,38,197840,44541317,9408000,84000,16000,175484,0,288777164,31336926,0,6998,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,356.330536,218.11504078034625,245.97053690104283,13.763,0.0,0.0,2.505371,273.47203789379637,13.763,0.0
50116245,13763,256,512,9.597339,1,3,0,0,0,6,120,0,236000,60000,1460,863,1981,1102,3,3,0,0,0,100,0,1500,64076,35558,19,530,1300,1460,26,0,14600,21470,49615083,-1,263538658,2915,204005,152006,722700,39,204003,45011371,9612000,84000,16000,181655,0,297769957,31344226,0,7261,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,360.090968,219.67643989651714,248.27490203274053,13.763,0.0015113350125944584,0.75,2.505371,276.01410330975256,13.763,0.0015113350125944584
50116245,13763,256,512,9.62908,1,3,0,0,0,6,120,1,228000,60000,1460,863,1764,761,3,3,0,0,0,132,0,1500,64076,27996,134,530,1300,1460,26,0,14600,21474,49615083,-1,265461478,2915,205109,152983,529980,39,205107,36303045,9644000,84000,16000,182631,0,299381797,31350066,0,7283,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,290.42436,220.5498161818159,248.79563987421434,13.763,0.0016968325791855204,0.75,2.505371,253.25660535201007,13.763,0.000185497566591062
45881021,13763,320,512,10.000001,1,3,0,0,0,6,120,0,220000,48000,1460,863,1265,524,705,337,0,0,0,284,0,1500,64076,17211,725,530,379,1460,26,0,14600,22125,56777763,-1,280279825,3009,215421,163396,791320,41,215419,6825355,10016000,84000,64000,192554,0,314427251,32300526,0,7577,0,8441600,ndt-88lvq_1732662732_00000000003C3C8B,54.60284,224.22383757761625,251.61170283882973,13.763,0.3576864535768645,0.4773371104815864,2.505371,176.81279347214866,13.763,0.355989620997679
153073,88748,739,739,0.115417,1,0,0,0,0,6,120,1,292000,40000,1460,863,14,0,0,0,0,4,0,120,20,1500,64076,90177,15670,2147483647,20,1460,3,0,14600,0,466060,-1,14528,1223,29,10,236520,3,27,153112,204000,0,0,14,0,34968,0,0,0,0,131328,ndt-88lvq_1732662732_00000000003C1CF5,1.224896,1.0069920375681225,2.9347496469324277,88.748,0.0,0.0,2.893918,1.7222125615001833,88.748,0.0
1449886,87965,739,739,0.51561,1,0,0,0,0,6,120,0,292000,40000,1460,863,166,0,0,0,0,0,0,520,0,1500,64076,88605,209,2147483647,210,1460,3,0,14600,0,4143560,-1,291928,1223,371,105,1857120,3,369,1443644,604000,64000,0,204,0,534288,0,0,0,0,312320,ndt-88lvq_1732662732_00000000003C1CF5,11.549152,4.5294389170109195,8.40418145497566,87.965,0.0,0.0,2.893918,8.160924123995526,88.35650000000001,0.0
3441576,87951,739,739,0.657707,1,0,0,0,0,6,120,0,292000,40000,1460,863,263,0,0,0,0,24,0,136,0,1500,64076,88708,217,2147483647,479,1460,3,0,14600,0,9835516,-1,683208,1270,737,240,2480752,4,735,3338746,748000,164000,0,473,0,1066976,0,0,0,0,383744,ndt-88lvq_1732662732_00000000003C1CF5,26.709968,8.310180673156893,13.088138031068546,87.951,0.0,0.0,2.893918,16.036095568075147,88.22133333333333,0.0
4734039,87951,739,739,0.719989,1,0,0,0,0,6,120,0,292000,40000,1460,863,328,0,0,0,0,0,0,196,0,1500,64076,88713,232,2147483647,731,1460,3,0,14600,0,13529181,-1,1051128,1270,1054,314,3433920,4,1052,4734079,808000,212000,0,725,0,1527088,0,0,0,0,610048,ndt-88lvq_1732662732_00000000003C1CF5,37.872632,11.679378434948312,17.098483449052694,87.951,0.0,0.0,2.893918,22.216831294667003,87.95566666666667,0.0
12806707,87951,739,739,0.946763,1,0,0,0,0,6,120,0,292000,40000,1460,863,1096,0,0,0,0,0,0,16,0,1500,64076,88478,138,2147483647,1698,1460,3,0,14600,0,36599669,-1,2947668,1317,3125,610,1827920,5,3123,12697788,1036000,304000,0,2028,0,4546368,0,0,0,0,4664576,ndt-88lvq_1732662732_00000000003C1CF5,101.582304,24.907335838008034,38.552414912707825,87.951,0.0,0.0,2.893918,55.01401825023862,87.951,0.0
38935036,87870,739,739,1.246051,1,0,0,0,0,6,120,1,292000,40000,1460,863,2011,0,0,0,0,0,0,144,0,1500,64076,88573,148,2147483647,6900,1460,3,0,14600,0,111270555,-1,12160047,1458,10361,1591,578160,8,10359,38935069,1336000,304000,68000,8349,0,15087947,0,0,0,0,16728576,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,78.07094252161428,97.12000552144335,87.87,0.0,0.0,2.893918,162.22383334768585,87.92399999999999,0.0
38935036,87870,739,739,1.685168,1,0,0,0,0,6,120,1,292000,40000,1460,863,2276,0,0,0,0,16,0,308,20,1500,64076,88832,185,2147483647,6900,1460,3,0,14600,0,111270555,-1,26885115,1505,20735,2558,0,9,20733,38935069,1776000,304000,384000,18458,0,30199299,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,127.63173760717032,143.71552272533066,87.87,0.0,0.0,2.893918,194.27593744416697,87.89699999999999,0.0
38935036,87870,739,739,2.310283,1,0,0,0,0,6,120,1,292000,40000,1460,863,1972,0,0,0,0,0,0,504,0,1500,64076,88666,230,2147483647,6900,1460,3,0,14600,0,111270555,-1,48782992,1552,35471,3967,1156320,10,35468,38935069,2400000,304000,836000,33497,0,51653682,0,0,0,0,16617472,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,168.92473173199994,179.32923369128372,87.87,0.0,0.0,2.893918,219.91150580776124,87.87,0.0
38935036,87870,739,739,2.420247,1,0,0,0,0,6,120,1,292000,40000,1460,863,2096,0,0,0,0,8,0,612,8,1500,64076,88742,251,2147483647,6900,1460,3,0,14600,0,111270555,-1,52810002,1552,38359,4238,0,10,38356,38935069,2508000,304000,912000,36261,0,55862798,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,174.56070227542892,185.11875853993413,87.87,0.0,0.0,2.893918,223.7200042717877,87.87,0.0
38935036,87870,739,739,2.794998,1,0,0,0,0,6,120,1,292000,40000,1460,863,2198,0,0,0,0,12,0,252,12,1500,64076,88789,243,2147483647,6900,1460,3,0,14600,0,111270555,-1,65642272,1646,47275,5048,0,12,47272,38935069,2884000,304000,1188000,45075,0,68842922,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,187.88499168872391,197.55720755435246,87.87,0.0,0.0,2.893918,232.30758374769212,87.87,0.0
38935036,87870,739,739,2.893918,1,0,0,0,0,6,120,1,292000,40000,1460,863,2265,0,0,0,0,20,0,352,20,1500,64076,88791,87,2147483647,6900,1460,3,0,14600,0,111270555,-1,68842922,1646,49540,5262,0,12,49537,38935069,2984000,304000,1264000,47273,0,72141805,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,190.31063630690295,199.94595562141015,87.87,0.0,0.0,2.893918,233.9123813094377,87.87,0.0
38935036,87870,739,739,3.0942,1,0,0,0,0,6,120,1,292000,40000,1460,863,1978,0,0,0,0,0,0,96,0,1500,64076,88716,184,2147483647,6900,1460,3,0,14600,0,111270555,-1,75979517,1740,54156,5726,1156320,14,54153,38935069,3184000,304000,1408000,52176,0,78860385,0,0,0,0,16751872,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,196.4437127528925,204.42831103354663,87.87,0.0,0.0,2.893918,237.45085859547973,87.87,0.0
38935036,87870,739,739,3.71926,1,0,0,0,0,6,120,1,292000,40000,1460,863,2306,0,0,0,0,0,0,472,4,1500,64076,88720,240,2147483647,6900,1460,3,0,14600,0,111270555,-1,98494389,1787,69948,7152,0,15,69945,38935069,3808000,304000,1844000,67640,0,101852179,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,211.8580341250679,219.66537429488662,87.87,0.0,0.0,2.893918,247.6679868066515,87.87,0.0
38935036,87870,739,739,3.790709,1,0,0,0,0,6,120,1,292000,40000,1460,863,2324,0,0,0,0,28,0,544,36,1500,64076,88796,177,2147483647,6900,1460,3,0,14600,0,111270555,-1,100050223,1787,71034,7250,0,15,71031,38935069,3880000,304000,1900000,68708,0,103431167,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,211.14830602929425,218.871224354072,87.87,0.0,0.0,2.893918,247.1666941277887,87.87,0.0
38935036,87870,739,739,4.233154,1,0,0,0,0,6,120,1,292000,40000,1460,863,2151,0,0,0,0,12,0,344,12,1500,64076,88788,243,2147483647,6900,1460,3,0,14600,0,111270555,-1,116180196,1881,81938,8278,0,17,81935,38935069,4324000,304000,2212000,79785,0,119313838,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,219.56242744771393,226.08103555882917,87.87,0.0,0.0,2.893918,252.3746716688477,87.87,0.0
38935036,87870,739,739,4.280565,1,0,0,0,0,6,120,1,292000,40000,1460,863,2162,0,0,0,0,8,0,388,8,1500,64076,88829,240,2147483647,6900,1460,3,0,14600,0,111270555,-1,117738798,1881,83019,8365,0,17,83016,38935069,4368000,304000,2244000,80855,0,120888846,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,220.04347183140544,226.52661973360992,87.87,0.0,0.0,2.893918,252.68354785500512,87.87,0.0
38935036,87870,739,739,4.315035,1,0,0,0,0,6,120,1,292000,40000,1460,863,2142,0,0,0,0,0,0,424,4,1500,64076,88705,144,2147483647,6900,1460,3,0,14600,0,111270555,-1,119313838,1881,84080,8479,0,17,84077,38935069,4404000,304000,2268000,81936,0,122433641,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,221.2057848893462,227.58897668269202,87.87,0.0,0.0,2.893918,253.4251045240127,87.87,0.0
38935036,87870,739,739,4.422709,1,0,0,0,0,6,120,1,292000,40000,1460,863,2353,0,0,0,0,12,0,24,20,1500,64076,88815,295,2147483647,6900,1460,3,0,14600,0,111270555,-1,122433641,1975,86433,8674,0,19,86430,38935069,4512000,304000,2348000,84078,0,125860801,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,221.46361607783825,228.26223475250123,87.87,0.0,0.0,2.893918,253.73546761011312,87.87,0.0
38935036,87870,739,739,4.451552,1,0,0,0,0,6,120,1,292000,40000,1460,863,1931,0,0,0,0,0,0,4,0,1500,64076,88634,99,2147483647,6900,1460,3,0,14600,0,111270555,-1,123795632,2022,86946,8768,835120,20,86943,38935069,4540000,304000,2372000,85013,0,126604873,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,222.47635341561775,228.1292636815205,87.87,0.0,0.0,2.893918,254.02872303237942,87.87,0.0
38935036,87870,739,739,4.58076,1,0,0,0,0,6,120,1,292000,40000,1460,863,2035,0,0,0,0,0,0,44,0,1500,64076,88783,151,2147483647,6900,1460,3,0,14600,0,111270555,-1,127817599,2069,89814,9016,1156320,21,89811,38935069,4668000,304000,2472000,87777,0,130781410,0,0,0,0,16754944,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,223.22513993311154,229.00730883084904,87.87,0.0,0.0,2.893918,254.57100025465354,87.87,0.0
38935036,87870,739,739,4.675525,1,0,0,0,0,6,120,1,292000,40000,1460,863,2006,0,0,0,0,0,0,92,0,1500,64076,88782,162,2147483647,6900,1460,3,0,14600,0,111270555,-1,131292410,2116,92170,9232,1220560,22,92167,38935069,4764000,304000,2536000,90162,0,134207394,0,0,0,0,16766464,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,224.64627608664267,230.25127659460702,87.87,0.0,0.0,2.893918,255.45936822708325,87.87,0.0
38935036,87870,739,739,4.739261,1,0,0,0,0,6,120,1,292000,40000,1460,863,2574,0,0,0,0,0,0,16,8,1500,64076,88774,126,2147483647,6900,1460,3,0,14600,0,111270555,-1,133527760,2163,94271,9377,0,23,94268,38935069,4828000,304000,2572000,91695,0,137266676,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,225.39844925189814,232.33269490749717,87.87,0.0,0.0,2.893918,256.4038987197984,87.87,0.0
38935036,87870,739,739,4.826066,1,0,0,0,0,6,120,1,292000,40000,1460,863,2002,0,0,0,0,0,0,12,0,1500,64076,88723,194,2147483647,6900,1460,3,0,14600,0,111270555,-1,136946936,2210,96054,9581,578160,24,96051,38935069,4916000,304000,2640000,94050,0,139860302,0,0,0,0,16762112,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,227.01212291750673,232.46899648699375,87.87,0.0,0.0,2.893918,256.9872238015002,87.87,0.0
38935036,87870,739,739,5.451127,1,0,0,0,0,6,120,1,292000,40000,1460,863,2095,0,0,0,0,24,0,500,24,1500,64076,88747,165,2147483647,6900,1460,3,0,14600,0,111270555,-1,158012401,2304,110614,10923,0,26,110611,38935069,5540000,304000,3096000,108517,0,161064013,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,231.8968550906996,237.00998344012166,87.87,0.0,0.0,2.893918,260.1291301769404,87.87,0.0
38935036,87870,739,739,5.538498,1,0,0,0,0,6,120,1,292000,40000,1460,863,2185,0,0,0,0,20,0,588,24,1500,64076,88770,269,2147483647,6900,1460,3,0,14600,0,111270555,-1,161064013,2304,112799,11113,0,26,112796,38935069,5628000,304000,3156000,110612,0,164246644,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,232.6464871884038,237.87899174108216,87.87,0.0,0.0,2.893918,260.6686769764953,87.87,0.0
38935036,87870,739,739,5.813242,1,0,0,0,0,6,120,1,292000,40000,1460,863,2370,0,0,0,0,16,0,164,20,1500,64076,88738,124,2147483647,6900,1460,3,0,14600,0,111270555,-1,170676407,2398,119583,11720,0,28,119580,38935069,5904000,304000,3348000,117211,0,174125947,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,234.87947964320082,240.26686657806437,87.87,0.0,0.0,2.893918,262.2089660737551,87.87,0.0
38935036,87870,739,739,5.922022,1,0,0,0,0,6,120,1,292000,40000,1460,863,2109,0,0,0,0,32,0,272,32,1500,64076,88740,82,2147483647,6900,1460,3,0,14600,0,111270555,-1,174125947,2398,121692,11937,0,28,121689,38935069,6012000,304000,3432000,119581,0,177196536,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,235.2249917342421,240.01304959691132,87.87,0.0,0.0,2.893918,262.23953111038446,87.87,0.0
38935036,87870,739,739,6.483267,1,0,0,0,0,6,120,1,292000,40000,1460,863,2656,0,0,0,0,24,0,460,32,1500,64076,88880,148,2147483647,6900,1460,3,0,14600,0,111270555,-1,194237148,2492,136054,13225,0,30,136051,38935069,6572000,304000,3820000,133396,0,198096838,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,311.480552,239.6781104341376,245.10955973277052,87.87,0.0,0.0,2.893918,265.4227407223027,87.87,0.0
40952572,87870,739,739,6.621063,1,0,0,0,0,6,120,1,292000,40000,1460,863,2141,0,0,0,0,20,0,28,20,1500,64076,88811,193,2147483647,7256,1460,3,0,14600,0,117036374,-1,199688252,2539,139287,13565,0,31,139284,40952587,6712000,304000,3924000,137144,0,202806675,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,241.2763654416217,245.71162666780245,87.87,0.0,0.0,2.893918,271.53622936980804,87.87,0.0
40952572,87870,739,739,6.77026,1,0,0,0,0,6,120,1,292000,40000,1460,863,2417,0,0,0,0,28,0,40,36,1500,64076,88843,201,2147483647,7256,1460,3,0,14600,0,117036374,-1,204672871,2586,142986,13834,0,32,142983,40952587,6860000,304000,4032000,140567,0,208189189,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,241.84934817865192,246.67833731643984,87.87,0.0,0.0,2.893918,272.04946049836394,87.87,0.0
40952572,87870,739,739,6.795433,1,0,0,0,0,6,120,1,292000,40000,1460,863,2222,0,0,0,0,0,0,64,4,1500,64076,88974,209,2147483647,7256,1460,3,0,14600,0,117036374,-1,206512977,2586,144056,13944,0,32,144053,40952587,6884000,304000,4044000,141832,0,209747823,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,243.11972702843218,247.60365969320867,87.87,0.0,0.0,2.893918,272.7813609072136,87.87,0.0
40952572,87870,739,739,6.979541,1,0,0,0,0,6,120,1,292000,56000,1460,863,2007,0,0,0,0,0,0,64,0,1500,64076,88768,181,2147483647,7256,1460,3,0,14600,0,117036374,-1,213403291,2680,148575,14332,642400,34,148572,40952587,7068000,304000,4180000,146566,0,216322473,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,244.60438415649395,248.6346881549947,87.87,0.0,0.0,2.893918,273.6199227704962,87.87,0.0
40952572,87870,739,739,7.610075,1,0,0,0,0,6,120,1,292000,56000,1460,863,2194,0,0,0,0,20,0,504,20,1500,64076,88815,206,2147483647,7256,1460,3,0,14600,0,117036374,-1,235791272,2727,164143,15624,0,35,164140,40952587,7700000,304000,4636000,161947,0,238987770,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,247.87274448674947,251.92790347007093,87.87,0.0,0.0,2.893918,275.80711465227347,87.87,0.0
40952572,87870,739,739,7.66126,1,0,0,0,0,6,120,1,292000,56000,1460,863,2151,0,0,0,0,20,0,556,24,1500,64076,88817,137,2147483647,7256,1460,3,0,14600,0,117036374,-1,237429136,2727,165224,15724,0,35,165221,40952587,7752000,304000,4676000,163071,0,240562778,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,247.9269843341696,251.89281136523235,87.87,0.0,0.0,2.893918,275.813497233134,87.87,0.0
40952572,87870,739,739,7.702374,1,0,0,0,0,6,120,1,292000,56000,1460,863,2219,0,0,0,0,20,0,596,20,1500,64076,88827,117,2147483647,7256,1460,3,0,14600,0,117036374,-1,238987770,2727,166362,15805,0,35,166359,40952587,7792000,304000,4704000,164141,0,242219651,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,248.22245193494888,252.27393008960615,87.87,0.0,0.0,2.893918,276.039026008185,87.87,0.0
40952572,87870,739,739,7.934668,1,0,0,0,0,6,120,1,292000,84000,1460,863,2194,0,0,0,0,16,0,120,16,1500,64076,88859,180,2147483647,7256,1460,3,0,14600,0,117036374,-1,246949849,2868,171805,16254,0,38,171802,40952587,8024000,304000,4872000,169609,0,250146347,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,248.98317005828096,252.90061285487937,87.87,0.0,0.0,2.893918,276.50149297105344,87.87,0.0
40952572,87870,739,739,8.107469,1,0,0,0,0,6,120,1,292000,84000,1460,863,2356,0,0,0,0,0,0,60,4,1500,64076,88815,311,2147483647,7256,1460,3,0,14600,0,117036374,-1,253448004,2915,176430,16604,192720,39,176427,40952587,8196000,304000,4992000,174072,0,256876986,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,250.0884100821107,254.17333078917724,87.87,0.0,0.0,2.893918,277.29414562376263,87.87,0.0
40952572,87870,739,739,8.162126,1,0,0,0,0,6,120,1,292000,84000,1460,863,2514,0,0,0,0,12,0,116,16,1500,64076,88728,171,2147483647,7256,1460,3,0,14600,0,117036374,-1,255314200,2915,177870,16709,0,39,177867,40952587,8252000,304000,5036000,175354,0,258972671,0,0,0,0,16776704,ndt-88lvq_1732662732_00000000003C1CF5,327.620696,250.24284114212398,254.5319197473795,87.87,0.0,0.0,2.893918,277.4651522965012,87.87,0.0
